id,comment,label
827,在实验环境中的桌面上写代码的时候，为什么不能切换输入法呢，只能用英文，可是想写中文注释。。。不知道这个是怎么回事,0
828,好，就是要有完整的代码。项目才能学习，不然根本不懂,-1
829,这个代码有问题，只要field中有大于等于32，必定判定为win,0
830,最后一点没有实现成功，不知道怎么回事,-1
831,不会截图，感觉对门外汉的话还是需要多消化,-1
832,卡死了，看来只能看文本。。。这个写的太慢了,-1
833,为什么有时候我的键盘没办法输入字符啊，在qq上还可以打字，但是在实验环境中却输入不了。有没有前辈知道这是什么原因，或者遇到过这个情况知道怎么解决的，希望能够帮帮不明白的小白。很棒的实验环境，我很喜欢，就是不知道这是不是bug。,0
834,章节清晰，很喜欢,2
835,这个字符顺序是如何控制的？,0
836,没有挑战成功。。。。。。对find/chown/chmod命令不太熟，看help后还是用得少，不知道具体怎么操作,-1
837,HTML 前两张可以合并到一起 这样信息量稍微大一点,1
838,功能太强大，我喜欢,2
839,cut.sort.wc.grep.uniq针对的都是一些字符处理,1
840,一次愉快的开始，希望可以学到东西,1
841,还可以   只是不知道我这怎么不能输入中文   就是输出汉字的时候,-1
842,我没法操作root用户，因为我没有他的密码，不知道怎么shiyanlou转换为root用户，,-1
843,请问在哪里付款啊，我填完信息，确认购买后，就没了，不知道在哪儿付款，难道是货到付款？也没看到已经购买的状态啊,0
844,很棒，一种全新的学习方法！,2
845,很棒的学习方式,2
846,想知道把语句是‘age’：‘31’这种，在转json的时候句子表达相比于‘age’：31会有所不同么，为什么？ ~~~~~~~自己研究明白来解答也是好的呀,0
847,感觉还不错哦，就是有些命令在这上面执行不成功,2
848,请问下老师现在还在上学吗？,0
849,过程好多错误！！！！！！！！！！！！！！！,-1
850,有没有Linux下的basic语言的？,0
851,这个平台非常不错，能有root权限就好了！,2
852,左边实验文档太窄了，看不清楚哦,-1
853,可以启动啊，你是在海外还是在国内？海外节点上这个实验环境还没有  ![图片描述](https://dn-simplecloud.shiyanlou.com/uid/c4ca4238a0b923820dcc509a6f75849b/1508200218146.png-wm),0
854,刚购买是可以查看的。请问你是遇到了什么问题吗？,0
855,很不错的实验，掌握了基本的vim的常用命令,2
856,代码中又一处错误 应该是 ： return ascii_char[int(gray/uint)],-1
857,学会创建用户，以及查看用户属于哪个用户组内容,1
858,"成功完成 文档教程有一处.conf多了一个""}""符号",1
859,做的很细心，只是实验环境中敲空格键，左侧的文档也会下滑，希望改善,1
860,文件那一块 好难呀,-1
861,为什么进了root权限还是不能修改文件的权限,0
862,可以先把基础一口气学完，然后去做其他课程就没有障碍了，相信你的Linux操作会越来越熟练的~,1
863,初体验，很好,2
864,"代码根本无法敲,心好累",-1
865,刚开始，诸多疑惑，仍须努力。,1
866,打卡。linux简直太好玩了,-1
867,实验5 Canvas绘图API 绘制图片没出来，不知道为啥,-1
868,很不错的学习体验,2
869,在哪启动实验楼的环境啊？,0
870,暂停在右侧的工具栏里，是不是把工具栏隐藏了呢？,0
871,配置clion编辑环境和编码搞了一下午，终于出结果了，赞一个,1
872,好难，函数部分，组合继承太抽象了,-1
873,一个有趣实验，网络环境不稳定导致中途老掉线，我说的是服务端,-1
874,应该是我这边网络环境的问题，实验界面没有加载出来,-1
875,简洁明了 默认根目录为shiyanlou 所以要cd到Desktop即可到桌面,1
876,感谢实验楼提供这么方便的实验环境！,2
877,其实我早就想吐槽了，不知道为什么我每一次用tab键补全命令的时候，都会选中工具栏的一个按钮，接下来再回车，就会有弹窗......简直醉了。为此我还自己装了一个Linux来练习 另外，关于这个实验。老师好像写错了find命令的参数列表，不过演示代码没问题。find命令的第一个参数应该是搜索路径,0
878,能不能下载 实验内容文档啊 怎么下载？,0
879,实验楼课程太棒了,2
880,请教，有点看不懂，第一次学,-1
881,有什么错误提示吗？如果还有这种问题可以在讨论区截图发帖提问下,0
882,棍子游戏没想出来，真的有可能用户赢吗？,0
883,熟悉linux终端的常用快捷键，帮助命令，有趣命令和通配符。。,1
884,适合入门，也只能是这样了,1
885,不知道计时是咋计的，看试验文档的时候应该是没算时间的。只有有点击和键盘输入时，好像才计入有效学习时间,-1
886,作为linux系统下的文档编辑工具，必须熟练掌握，温故而知新，学习了,1
887,'/tmp/flaskr.db' 这个是什么时候创建的  里面有什么内容,1
888,有趣，但是太少了，希望后续有更多爬虫有趣的实验（爬征婚网 哈哈哈哈哈）,1
889,很好的学习环境和条件。,2
890,不是太明白,-1
891,html5很强大，以后的主力军,2
892,讲的太简单了，感觉就是在堆积知识点而已，实验起来也很不方便,-1
893,访问不了php文件,0
894,谢谢作者，谢谢实验楼，很有用！,2
895,学习了一些基本的指令  包括创建文件  查看目录等等   但是对于一开始说的shell和内核 还没有一个明确的概念  云里雾里的  不知道是干什么用的  怎么用的,-1
896,我是何卫，我喜欢温泉,2
897,二维码学习，感觉很棒,2
898,挺好玩的，下次继续体验,2
899,是因为没有正确安装docopt吗 每次输出 报错都是no module named docopt. 按照教程实现的还是不行？求助,0
900,不太熟悉DOS界面,-1
901,奇怪，实验环境里边的mongodb有问题么？,0
902,非常喜欢，这样的网站做的不错，学得也很深入,2
903,我想知道，这么多属性，这么多类，在真实的项目开发过程中，可能记全么，记不住乍办，有什么速查方法么？ 分开看都不难，但记不住，开发时就不能做到信手拈来，就感觉处处难受无力，想请教下老鸟们是怎么挺过这个阶段的。,0
904,这个问题已解决了，请老师帮忙看看后续问题。谢谢,2
905,每个用户的虚拟环境都是独享的，提供sudo和root权限给用户才能做更多的实验操作,1
906,MAC电脑怎么安装开发工具？求救啊,0
907,本人小白。。不知道密码显示不出来。。之前一直认为自己卡住了，不过键盘无法输入就是第一次打开的时候，用的360浏览器，Windows10 10041。,-1
908,自己还是太笨了,-1
909,深入浅出、通俗易懂，比有些所谓的教材好多了！,2
910,理论与实践相结合，很好,2
911,解释下 为什么我正常的数组复制在脚本文件里无法执行,0
912,不错，讲解详细，比自己看文档好多了,2
913,点击购买时会让你输入手机号码,1
914,老师你好，在后台管理界面中只找到了登录界面，并没有什么地方提示有管理员的注册功能,1
915,题目不知道是不是出得有点问题.shiyanlou用户压根没权限修改所属主为root的文件属性啊..求解.,-1
916,好不容易啊，还得练习！！！,-1
917,请问一直提示我密码错误，难道密码不是shiyanlou么？,0
918,了解java方式helloworld，开启全新一天,1
919,挺好的课程，能再推荐几个常用插件就更好了,2
920,复制功能做得太差了，有时可以，有时不可以，没规律可言。在线环境也非常快，几乎不能用,-1
921,学会了locate find命令，知道了export，evn，,1
922,cd gcc ./ 为 打开 编译 运行的命令,1
923,课程开始的时候，怎么从自己的机器把代码上传到实验楼的环境编译啊？,0
924,最小集：服务器模块，客户端模块，Request，Response,1
925,基础操作，作业为适应apt安装字体输出软件,1
926,问一个问题：如果我需要多台机器，是否可以开出来？比如我需要搭建一个集群，不想使用不同端口做伪集群，因为无论部署还是实际代码中，需要涉及实际环境中的不同IP获取与解析。 谁有实验过吗？我自己没有找到。,0
927,上网搜的代码查看的路由表 ，是route，自认为网关就是路由器ip192.168.xxx.1，下面的是我电脑的ip192.168.xxx.0,1
928,文档挺好的，可会有好多看不懂的地方，革命还需努力,2
929,之前网上针对文件rename的说法 renam arg1 arg2 arg3在实验环境中不同，由于没有看到mv和rename一章还走了些许弯路,-1
930,实验过程中感觉还不错，对于代码的书写就是反映有点慢，不错的,2
931,实验很快乐，我爱上实验了，尤其是Linux系统。,2
932,还算是蛮不错的 看了书 再实践一下 很好,2
933,略抽象，熟练掌握后可能会大幅提高效率。,2
934,感觉还不错，要是能教一下如何linux环境就更好了,2
935,实验环境的字符界面与图形界面无法正常显示,-1
936,环境很好用   只是我之前已经用过了 嘿嘿,2
937,非常感谢实验楼带来的学习体验！,2
938,怎么运行不了？报错了，说usage: photo.py [-h] [-o OUTPUT] [--width WIDTH] [--height HEIGHT] file photo.py: error: too few arguments   这个什么情况啊，我是按着实验写的，就是一直报这个问题，求解答,0
939,建议先学习下实验楼的免费课程，否则会比较吃力,1
940,sudo apt-get install -d emacs只下载不安装,1
941,很好，而且免费，支持支持,2
942,明白为什么学习Linux，以及使用Linux不是用来玩的，也尽量不要用图形界面。最后拜一下祖师爷李纳斯托瓦德,0
943,git...还不熟悉保存代码库,-1
944,实验环境一直黑屏，关闭重来！,-1
945,很不错的东西，吃完饭了继续,2
946,ssh直接连接不算有效学习时间啊？？,0
947,我的也是 我用的是python3.5 不知道是不是版本问题，如果有什么发现可以交流啊，我也很是纳闷这个问题,-1
948,PS怎么抠图？ 1、选择需要抠图的区域 2、剪切就可以了,0
949,老师，我感觉把钝角和锐角调换一下没有区别啊,1
950,很好，一边学习一边练手,2
951,一步一步提示操作，很不错,2
952,前置课程应该是vim编辑的基本操作。,1
953,请问还有多久会上线?,0
954,仔细检查确认路径与指令的正确,1
955,操作页面卡,-1
956,刚学习了下，确实不错。,2
957,很实用的教程，要反复摸索,2
958,环境变量还需要更深的了解，掌握了find locate命令的用法；ojbk.,1
959,为什么会出错啊，明明按照步骤来的，最后一步不一样啊，敲了回车就不能执行最后的执行命令了,0
960,这几节课的实验内容里面怎么没有相应的文件在里面啊。都是自己手动创建的文件然后进行实验的。有点耽误时间的。,1
961,load  dump 文件路径要加 引号QAQ,1
962,非root用户只能用export方式设置SHELL为/bin/bash，但是这种方式下${parameter^}和${parameter^^}的参数扩展类型是无法执行的，何解？,0
963,>>> print('常量 PI 的值近似为： {!r}。'.format(math.pi)) 常量 PI 的值近似为： 3.141592653589793。,1
964,复习git-3,1
965,为啥有效时间才12分钟。。。,-1
966,多谢支持！你们的鼓励是我进步的动力,2
967,界面很卡，在终端命令上输出单个字符，能打出一堆来,-1
968,很棒的网站，支持,2
969,有不明白的地方，感觉自己的学习效率并不是很高，一个多小时才学完一节实验,-1
970,Unverified HTTPS request is being made. Adding certificate verification is strongly advised  是什么原因啊,1
971,很不错的试验环境,2
972,我发现你的代码跟具体使用的情况有点对不上号，是我用错了？if not self.options or train_no[0] in self.options：    你检查一下这个判断语句呢，貌似有点不对啊,0
973,非常卡，打个点出来一排省略号,-1
974,挺好的学习环境，很有意思，会继续关注。感谢。,2
975,这个实验平台很不错,2
976,不错，爬虫知识初步入门了,2
977,实验桌面黑屏看不了,-1
978,看了一些关于Linux的简单介绍 还是不错的,2
979,刷新或者停止实验再开始一次是否可以？一般不会出现这种情况的,0
980,谢谢鼓励和认可~,2
981,可以照着敲这代码，但是不知道是咋回事儿啊\n不明白为什么会有这效果,0
982,你把问题和代码截图发到讨论区吧，根据你的描述无法判断,-1
983,好难操作啊，发实验报告的时候为什么删除键和空格键都不能用啊！,-1
984,我很粗心！,-1
985,即使在虚拟机里通过，如果不达标，还是无法pass,-1
986,你们这个网页，做得太垃圾了，阅读的时候习惯双击文本，你这个一双击成什么了？,0
987,是什么形式教学啊？在线视频？还是,0
988,感觉是个很厉害的网站啊。。。,2
989,linux的root用户密码是多少呀？,0
990,基础讲解不错。谢谢,2
991,你好，我想问下可不可以借用一些这里的内容，放到我的书中呢？我会打好备注或者网址的，可以吗,0
992,我也是，我用负数做过测试，是可以的。不知道这个后台是怎么判断的,-1
993,第一次尝试，很不错,2
994,刚开始学习 很好的一个平台 很棒 加油,2
995,了解Django是什么，有问题去Django社区和文档找答案。,1
996,适合 Java 入门,1
997,挺不错，相对于纯理论的学习，结合动手能力使学习更有趣。,2
998,linux10-命令执行顺序控制和管道,1
999,一步一步来，算是有长进啦！！希望自己能坚持下来，积累实力！！！大家加油~,1
1000,初次接触这个网站，果断觉得很不错,2
1001,虽然限免，但进入后显示不是会员无法连接网络，从而无法进行实验，限免意义何在？,0
1002,最后向表user_anime中插入数据，少了values（）,0
1003,一到晚上网就卡的要死，，看来以后要想好好看就得白天敲了。。。,-1
1004,代码是在本地，实验楼的git仓库 怎么将自己的代码commit上去,1
1005,还是没有启动起来，一直在准备环境，不知道是什么原因,-1
1006,时间是倒计时，默认实验时间为1小时，时间到了可以选择延时。,1
1007,和女朋友在一起学习实验真开心,2
1008,新手入门教程，需要学习写JavaScript的基础才能更快领会。,1
1009,只买了课程，不是会员就不能问助教问题吗？！,0
1010,。。。怎么会说的zookeeper地址已经使用了，我用jps也没有zookeeper这个进程，这是为什么呢！,0
1011,集合:set() 列表:[] 字典：{} 元组,1
1012,重新复习一下，温故而知新，不错，你们讲得很好。,2
1013,体验很好，就是桌面环境稍卡,2
1014,为什么计算出来不是正确的结果呢？是因为float数据的有效位是7位，a = 123456.789e5 这条语句中赋值给 a 的值超过了 float 的有效位 ；输出结果中 12345678848.000000 中只有前 7 位才是有效数字  现在我们再次用 gedit 打开 4-3.c，把程序修改如下：,0
1015,感觉很有收获，中间很多细节需要注意。。,2
1016,Windows版可以参考https://github.com/captainwong/shiyanlou_cpp/tree/master/sinbad ：）,1
1017,装饰器是真的看不懂！！！,-1
1018,用谷歌浏览器和火狐浏览器运行出来效果不一样是为什么？,0
1019,实验很实用，对于初级人员很好用,2
1020,自己感觉实验文档很好。,2
1021,熟悉linux 先把linux背下来,1
1022,第一次参加实验楼吧，慢慢来，希望能从基础开始！,1
1023,不错，希望是好的开始,2
1024,海外用户好像可以用paypal付钱，但是这门课已经因版本问题下线了。。您可以试试实验楼其他的Node.js课程 https://www.shiyanlou.com/search?search=Node.js,0
1025,在讲组合与继承时，直接写了几个类出来，但是一直没有说是用来干啥的，全程懵逼，最后突然搞个螺旋线出来，虽然概念是懂了，但是那个程序是真看不懂啊。（难道是我智商太低？）希望举例能举个简单的例子，这是讲scala的入门，又不是讲算法,0
1026,关于用户及文件权限的细节还需要多查看man来熟悉。,1
1027,你们确定不给点细节，直接把源码扔过来连注释都没得新手能看懂？ malloc和free这些在c入门的课程里根本就没有，你们不开新课好歹把怎么实现线性表的每个功能都讲一遍吧。 讲了原理就直接跳到链表了？？？,0
1028,希望尽快出新的章节,1
1029,git 实战教程 是一节课做一个实验吗？ 但是第一节 git介绍 的实验内容是什么？,0
1030,需要选用课程镜像，示例课程要编译后才能使用。,1
1031,不太懂，但是很有挑战性。会继续学习的,-1
1032,下载人脸库太慢,-1
1033,如果 __init__.py 文件内有一个名为 __all__ 的列表，那么只有在列表内列出的名字将会被公开。,1
1034,巴适得板。。,2
1035,有收获，感谢课程作者。,2
1036,是不是只能用Scala语言？,0
1037,Xfce里怎么无法输入命令，根本就敲不了，这么垃圾吗,-1
1038,不知为什么官网的erlang死活安装不了 pip也提示过旧结果我选择在windows下自己测试但是erlang环境安装不来 求老师分享下erlang最新的安装包谢谢了,0
1039,无法实验！  报错信息：* /etc/init/d/mysql: ERROR： The partition with /var/lib/mysql is too full,-1
1040,终于看见比较短的一节了,1
1041,闭包的一些结构怎么看起来有点像lamda表达式,1
1042,已经挑战成功，没法提交,-1
1043,项目代码值得细细推敲，第一次用上了线性代数的知识,1
1044,utf8的编码和转码直接用unicode自带的encode和decode就行了,1
1045,实验非常实用，多动手才是学习语言的正确方法！,2
1046,很好的平台，学习编程利器，可以做为学生的教学。,2
1047,比较卡，虚拟环境,-1
1048,非常不错 大赞,2
1049,windows没有curses库啊啊啊!,1
1050,能否说一下具体哪些地方需要加深？以便我们评估之后针对性的进行优化。谢谢！,0
1051,http://www.lfd.uci.edu/~gohlke/pythonlibs/#curses 这里可以下载库，用pip install安装,1
1052,不错 配合讲得很清晰，比看书看视频好多了,2
1053,很棒的设计 主要是在右边的输入框里面可以随时试验 非常感谢,2
1054,python用pyftpdlib这个模块建立FTP服务器果然so easy！,1
1055,第二个实验，简单有简单的好处，希望把简单积累好了之后变成可以解决复杂问题,1
1056,不错，第一次用还不太习惯！,2
1057,不错不错   比单纯的理论 强多了  还能练习,2
1058,请问怎么将会员的那个虚拟机重新 清空？,0
1059,可以切换到字符界面看下是否仍然很卡，如果仍然很卡说明是服务器的问题，否则应该是本地到实验楼服务器之间的网络连接带宽问题。,-1
1060,现在恢复了，部分实验服务器因为压力过大掉线了,1
1061,不错的平台，已经学习到了,2
1062,爱实验楼  简单的让我明白一步一步学习 的乐趣,1
1063,编写程序用到是c，但是从操作上来说，输入的命令行多了。,1
1064,我想问下，kubernetes分布式集成详细吗？我需要搭建分布式的集成，包括证书，现在在证书这里有些问题,0
1065,应该是可以的，您可以详细描述一下自己的情况，带上代码截图，在讨论区提问一下,0
1066,这个体验真的很棒,2
1067,很棒的一款网页Linux666,2
1068,equal();与== 一个是对象的引用判断（在没有String类、Data类、Integer类重写的情况下）一个是基本数据类型的判断,1
1069,英文文章本身的摘要在哪里呢？误以为是第一行的句子，仔细看不太像，，，，如果这个分析没有原文摘要对比，怎么说明算法的优劣？？？                        求解,0
1070,感觉锻炼自己的动手能力，这里还是不错的,2
1071,对于新手来说，挺好的，多敲敲代码,2
1072,实验楼怎么这么卡，有没有？还好我自己配好了实验环境,-1
1073,scala 环境要自己安装吗?,0
1074,怎么下线这么久了都还没有上线，这么没有效率的吗？,0
1075,攻克它，你就战胜了90%的想学Python的人：）,1
1076,这里没有试验内容,0
1077,有点 难对我这菜鸟,-1
1078,整体很流畅，我没有用网站提供的实验系统，免费玩家太卡了，然后是自己在win10系统下自己按照流程做的实验，mysql 8.0在导入方面遇到不小的麻烦，靠着百度基本解决了，secure_file_priv这个问题是一个，需要注意的是除了修改自己的secure_file_priv文件夹外，输入盘符时斜线应该用/,-1
1079,感觉不错，可以加个会员试试,2
1080,怎么使用这个，有相关视频或者截图吗？,0
1081,最后那个可视化的软件，没有连线，只是几个点而且是黑色的，没有更改颜色,1
1082,学完了本节，还学了vim的用法，so good！,1
1083,不知道日志文件在哪个目录,-1
1084,实验报告就是一种很好的总结方法,2
1085,箱线图的上下边界为何不是离散点的最大最小值？,0
1086,通过这次实验课，我知道了dvwa的搭建，以及SQL注入的基本原理，这将对我学习网络安全提供一个最基本的学习基础，希望自己能再接再厉，加油,1
1087,不错，支持下这个公司！,2
1088,在自己本机上IDEA、JDK1.8、Tomcat8.5运行整个工程一切正常，就是有两个小问题  1.启动的时候有这个警告信息看不懂 08-Apr-2018 13:43:39.364 警告 [RMI TCP Connection(3)-127.0.0.1] org.apache.tomcat.util.descriptor.web.WebXml.setVersion Unknown version string [4.0]. Default version will be used.  2.web.xml 首页配置无法访问WEN-INF文件夹，只能找到WEB-INF外面的jsp文件；不知道是Tomcat版本的原因，还是idea工程输出路径的原因,-1
1089,这个虚拟感觉还不错,2
1090,最近总是出现卡顿的现象，不知道是不是网络的原因，桌面有时候按键无反应，写试验报告的时候也是，数字键，退格键，enter键都不能用，不知道其他同学有没有遇到过类似的情况，如果大家都有是不是也算个Bug呢？,-1
1091,网络的问题，现在好了。前天用的时候怎么都无法使用实验环境,-1
1092,同学你好，不好意思，由于测试脚本测试的文件路径和目标要求不一致导致你提交不通过，实在抱歉，现已经更新了目标中文件的保存路径~,-1
1093,试试怎样使用，还没有进入真正的学习。,-1
1094,感觉还是不错很舒服,2
1095,新手教程很清晰明了，对于一些细节的点都有解释，很不错。,2
1096,为什么代码下载下来只是一个文件夹,0
1097,model里的 struct 和orm相关的tag不明白什么意思  能给系统讲一下么？或者有什么文章查阅一下,0
1098,很不错，是否实验楼的虚拟环境就是通过这个方法实现的？,0
1099,bug 太多了。。。不具有可玩性。:-(,-1
1100,感对于一个前端狗，学习linux收货良多,1
1101,还是先看懂然后再实验比较好，不知道如何运行ruby，不知道如何结束vim,0
1102,还不错，棒棒哒。,2
1103,弄得不好,-1
1104,记不住啊，不懂得地方有好多。。。希望有些例题,-1
1105,累 ，有点累，需要多次反复的不断的重复操作才能获得比较好的效果，一次两次学到东西概率不太大,-1
1106,看看保存时编码是ANSI吗？如果是改成UTF8，再次编辑只要右击——打开方式——记事本就可以,0
1107,没太明白你遇到的情况，这个实验应该是不会出现卡顿的情况的啊，你可以在讨论区再描述一下你遇到的问题,-1
1108,卡在了一个地方，下次继续做完。,-1
1109,建议添加关于CLOB和BLOB的读写操作,0
1110,很棒！有的说明再详细一点就更好了!,2
1111,不懂的地方记得去问答提问,-1
1112,谢谢提醒，我们检查一下,2
1113,擦真卡,-1
1114,我不明白，如何输入我们需要循环的命令，在crontab -e 选择2后,-1
1115,很抱歉给你带来学习上困惑，关于课程中的不足之处，欢迎你及时指出。在课程的制作过程中，难免会有疏忽的地方，欢迎你在评论区给出宝贵的意见，互相交流，一起学习进步。,1
1116,伤心。。。写了那么久都没了。。,-1
1117,很好的课程，多谢大神,2
1118,把github基本操作跟着做了一遍 感觉有些还是没懂  不过这种交互学习方式还是蛮有意思的 就是稍微卡了点 反映没有那么流畅 等着过段时间弄个deepin重新上手一遍,-1
1119,逻辑和思路很好，初学者看的很清晰,2
1120,不给权限，连hello world!都没法输出！,-1
1121,额，网速太卡，原谅我的是笔记本链接的手机wifi,-1
1122,太难了\n有汇编,0
1123,在vs2017下安装freeglut3后无法通过编译。,-1
1124,为什么一直显示Tag标签不能随意修改，Tag在原来的代码里没有,0
1125,哈哈，实验楼很好,2
1126,python编程基础没有问题，但是数学只是加减乘除水平能学嘛？,0
1127,刚学习的新手，有点看不懂。,-1
1128,终于看完了，有收获，有些地方懵懵懂，希望之后实践能更好的理解,2
1129,怎么只能做实验1，做完不能做实验2？,0
1130,我用手机为什么点不中图标，,0
1131,有些难度,-1
1132,有难度，熟练的话可能需要一段时间的摸索，字符模式界面好像比较容易出一些问题，然后vim打开文件就只读了，新手也不知道怎么处理,-1
1133,zhiyou我一个人觉得这个模板不怎么好看嘛？   楼主对不住了,0
1134,不会用vim,-1
1135,希望快点更新课程,1
1136,VIP会在本课程开课后统一开通，VIP的环境保存功能有助于大家学习这个课程。,1
1137,为啥挑战不算学习？,0
1138,sudo chmod +x *.py 后，还是提示权限不够，不知为什么。在交互环境下实现了。,0
1139,还有主界面那里为什么不是一个table而弄成div呢？,0
1140,是的，直播预测了 2019 年趋势，所以没有对模型进行检验。你可以使用截止 17 年的数据预测 18 年，并将得到的数据与真实数据来比对进行模型评估，评估的方法可以使用残差或者评估相关性，当然简单的可以可视化后用肉眼看趋势。,1
1141,我要小白变大神.........,1
1142,请问如果我用8*8的cell进行归一化处理形成1*9个bins的直方图 最终的预测效果是更好还是更差,0
1143,很多python参数不懂，需要自己去多多百度,-1
1144,感觉还不错，比在实验室都方便,2
1145,系统资源不足，是什么鬼，没法开始实验，大家也是这样么,-1
1146,东西不错很好的体验。,2
1147,希望在实验楼可以学到更多,1
1148,实验楼非常6 小白到高手的必经之路,1
1149,由于本节课主要讲的是Metasploit的简单使用，可能原理性的东西少些，下次我会改进！,1
1150,卡住了,-1
1151,vim 强大的编辑器,2
1152,感谢有这样一个软件,2
1153,怎么服务器这么不稳定，动不动黑屏，动不动连不上。还给我主动断开，弄一半的实验环境又丢了,-1
1154,挺有意思，编程像在做科学实验,2
1155,既然都做成这样了，何必搞得这么多缺陷呢，中文输入也没有，图片也不好搞，代码又不写全。,-1
1156,基于stations的获取，可以单独保存为json文件，定时更新，提高查询效率。,1
1157,继续加油，明天的你会更强大！,2
1158,为什么一直不算时间，是不是实验环境出问题 了,0
1159,卡在roscore命令的  started core service [/rosout]  中,-1
1160,没有启动服务的命令，docker没法做下去,-1
1161,安装好慢，内容有点难度,-1
1162,第一次尝试，原来还有实验环境，挺有意思的,2
1163,程序<---进程<---线程 需听课，加深理解,1
1164,学习方式新颖，但这次学习主要是很多抄写，并没有原理的讲解，为什么要这样做，而不是那样做，不过还好有一些linux基础，但是对编程没基础，整体来说非常好，打算开会员喽,0
1165,怎么在win10安装这个环境啊？,0
1166,这节貌似没有实验吧，希望实验楼的相关负责人员能把有实验和没有实验的小节给分开。,0
1167,从知乎来的，本来是要学MySQL的，这是入门教学吗？很新奇的形式，很棒,0
1168,写得很好，虽然内容不错，但一些总结很精辟,2
1169,为什么不给提交结果，好几次都是提交超时,0
1170,无法解析地址：labfile.oss-cn-hanghzou.aliyuncs.com？,-1
1171,打卡，连续第二天，记录了一下基本操作,-1
1172,悲凉的孤独             ——《巴黎圣母院》读书笔记1000字及心得感悟                                                       （来源：网络）   约1830年，伟大的诗人和小说家——人们还对其冠以很多令人仰望的称号——维克多·雨果偶然经过两座钟楼之一的暗角的墙壁时，发现了这样一个手刻的词：  这几个大写的希腊字母，由于岁月的侵蚀与自然的冲刷而发黑，深深地嵌入石壁中，仿佛入骨的伤痕与孤独。在维克多·雨果的眼里，其形貌与笔势是借鉴了哥特字体的风格，仿佛昭示了这是一个中世纪的人所写，其中包裹或隐喻着难逃定数的命运让维克多·雨果心颤。而他的心颤随即推开了自己想象和情感的大门，进而把人们带到了那个久远的圣母院里。  那个刻在圣母院钟楼暗角上的神秘文字以及那个惨然无法考证的命运渐渐被近乎两个世纪的岁月湮没了。写下这个词的人，也在几个世纪前消逝了，甚至这个大教堂恐怕也会从这个世界消逝。但，这本书的作者——维克多·雨果定会被不绝如缕地追怀了。  书中美与丑的对比让我的心灵受到了巨大的冲击，那一幕幕或悲或喜的场面，让人的心隐隐疼痛。  我的眼前总能浮现那个吉卜赛姑娘，那个集美艳相貌和纯美心灵于一身的爱斯梅拉达。由于“丑恶”而凶狠主教一次又一次的践踏，这个原本活泼无忧的姑娘仿佛在一夜之间坠入了黑暗可怖的地狱，一切快乐都成了往事。外丑内美的卡西莫多带着孩童般的稚朴与纯洁，虔诚地敲着他的大钟“玛丽”。     就在读完这本书的那天夜里，我梦见在雨果的葬礼上：不仅有两万民众浩浩荡荡地前来送葬；还有带着孩童般容颜与神态的卡西莫多爬在大钟“玛丽”上使劲摇晃；还有明丽的爱斯梅拉达和她的温顺的小羊；还有她那洁白的衣裙与世人的叹息都将随着雨果，这位伟大的诗人一同入葬，那低徊的哀乐在空旷的墓地上空久久回荡……,1
1173,你好，实在抱歉课程已写好，但北方大雪列车晚点石头山出差还在车上。。。凌晨到站就会贴上来,1
1174,感觉h5很强大啊,2
1175,忘记上节课的内容了，去参考下,1
1176,自己做出来的东西，真的很开心,2
1177,昨天学完HTML基础，今天学CSS，打卡,-1
1178,很基础、实用，谢谢！,2
1179,不知道是我网速慢，还是实验楼的问题，在运行字符界面使用vim编辑文档的时候总是很容易卡住,-1
1180,真的很好用，后期考虑成为会员,2
1181,使用Eclipse创建maven项目时pom.xml会出现错误，怎么解决？,0
1182,就是有些卡顿  但是 ssh直连怎么做哇？？,0
1183,太慢了,-1
1184,这个Jupyter环境很不错，稳定，好用~,2
1185,虚拟机是不是都关闭了，都回家过年了？整了了六分钟都环境都没连接上,0
1186,真的很好用，很适合学习用,2
1187,新手啊，这个pythonIDLE debug能有多强大？,0
1188,很棒，这样本地不用搭建环境就可以学习了！,2
1189,无法进入界面，chrome浏览器,-1
1190,小学生？请不要发布无关内容,-1
1191,很好，学的很快。,2
1192,很棒，期待后续制作。,2
1193,你好，暂时没有qq群，目前提供的是讨论区问答支持,1
1194,能不能多插入几个用户？ 只有一个用户叫tom,0
1195,希望大神们可以放几张实验比较成功的图片，作为参考，不然我们这些小白不知道什么完成后是什么效果呀,-1
1196,感觉nice！,2
1197,照着代码敲有错误，很尴尬,-1
1198,ssh无密钥设置那里，输入ssh localhost 之后 最后显示Host key verification failed.,1
1199,大大的点个赞，这个课程非常棒,2
1200,谢谢  希望在这里不断进步,2
1201,你可以试试切换到字符界面或使用WebIDE输入代码，不会受网络影响。,-1
1202,挺不错的感觉，自己爬虫的知识还远远不够,2
1203,删除键不能用,0
1204,日常使用的介绍比较简单，开发这个没有接触过，有点看不懂。,-1
1205,挺好玩的，我喜欢，呵呵。,2
1206,正在学习git，谢谢实验楼的精彩课程...,2
1207,不错，省的自己搭建环境,2
1208,代码都有问题，无法执行,0
1209,很赞！有demo网址吗？,0
1210,还是一头雾水，但是我敢按键盘了  ！呵呵！,-1
1211,`#topic_list .topic_title` 有空格选取的是 `#topic_list` 的子元素 `.topic_title`，而如果没有空格 `#topic_list.topic_title` 选取的是 id 为 `#topic_list` 同时包含`.topic_title` class 的元素。,1
